2,1,20116.43267983198,6639.528282761574,350.8445656299591,902.1587191820144,1,-1,-1,-1
2,2,20956.06932735443,6641.777485728264,479.1463279724121,969.0346020460128,1,-1,-1,-1
2,3,19780.61724805832,6583.966599583626,389.9394488930702,956.8905209302902,1,-1,-1,-1
2,4,16161.620950698853,5644.285576581956,262.795368373394,662.5463811159134,1,-1,-1,-1
2,5,22608.0780992508,5467.676490902901,281.2927638888359,600.4205601215363,1,-1,-1,-1
2,6,21626.984214127064,6159.615477919579,339.8465883135796,751.4262336492537,1,-1,-1,-1
2,7,15893.70850110054,8914.929036140442,601.7808710336685,1448.0237712860107,1,-1,-1,-1
2,8,11522.471763521433,6015.413934946059,264.9090147316456,725.6339673995973,1,-1,-1,-1
2,9,22102.724469959736,4946.863091945648,163.07686591148374,455.78209578990936,1,-1,-1,-1
2,10,16508.199953138832,8832.209146738052,546.1180619597435,1584.4912679195404,1,-1,-1,-1
2,11,21231.358410716057,6069.150327563286,295.26627051830286,785.415934085846,1,-1,-1,-1
2,12,12440.06297361851,7400.322756290436,338.22009319067,1051.9137389659884,1,-1,-1,-1
2,13,7531.545464247464,6799.080837845802,410.7561945617199,808.9805294275284,1,-1,-1,-1
2,14,6889.829354137181,5619.273847460747,194.70023652911186,485.6125202178955,1,-1,-1,-1
2,15,6385.8598403036585,6519.485261082649,285.24937273561954,789.3796272277832,1,-1,-1,-1
2,16,17124.93182247877,6426.427740573883,284.4596455693245,825.6916499137877,1,-1,-1,-1
2,17,23014.247418105602,6671.303769826888,539.613676071167,911.0007693767548,1,-1,-1,-1
2,18,24703.437549591064,6017.7864986658105,399.4624183773994,796.5475598573685,1,-1,-1,-1
2,19,17449.894385814667,12604.825005292892,1303.5114619731905,2447.1749947071075,1,-1,-1,-1
2,20,24069.896969377998,6034.018082261086,425.27425813674927,874.2347791194916,1,-1,-1,-1
2,21,23263.74698615074,7030.211787700653,426.78594183921814,1186.1490788459778,1,-1,-1,-1
2,22,16314.533816695211,12376.75654220581,983.208328783512,2609.404702425003,1,-1,-1,-1
2,23,7537.473401129246,5371.676704287529,146.9705776870251,401.09335815906525,1,-1,-1,-1
2,24,16889.383436620235,6399.298692345619,348.3585794568062,823.6061803102492,1,-1,-1,-1
2,25,6851.488718122244,6303.610223412514,313.73097667098045,550.8299859762192,1,-1,-1,-1
2,26,12105.150884479284,7499.3634976148605,378.6990919113159,979.3027025461197,1,-1,-1,-1
2,27,10073.57077279687,7579.974591016768,296.4670066237449,681.3622603416443,1,-1,-1,-1
2,28,22667.995309293263,6727.166453242302,416.4401571750641,1029.1054571866991,1,-1,-1,-1
2,29,23909.54368549585,10509.34209728241,1144.7256729006767,2598.752613544464,1,-1,-1,-1
2,30,5652.726731270552,6567.103857517242,347.16023525595665,696.5715197324753,1,-1,-1,-1
2,31,24073.092553913593,6906.247688412666,439.30835968255997,1068.8060876131058,1,-1,-1,-1
2,32,21076.101478219032,11799.3887424469,1302.3186988830564,2582.8700287342067,1,-1,-1,-1
2,33,23377.029182255268,6944.780653238297,556.0428714156152,839.3026025295258,1,-1,-1,-1
2,34,10973.299239397049,13060.529495954514,1095.598344475031,1991.4705040454865,1,-1,-1,-1
2,35,13910.259888231752,5845.652043938637,216.2042561173439,700.1099547147751,1,-1,-1,-1
2,36,22396.19202822447,10061.146014928818,1050.1673059463499,2522.3173937797546,1,-1,-1,-1
2,37,21840.75510597229,6826.317546367645,340.4955917596817,969.8855669498444,1,-1,-1,-1
2,38,6939.657510608435,11062.1983397007,1084.331676542759,2348.8398768901825,1,-1,-1,-1
2,39,923.1109285950661,14275.881429433823,1528.7188469767568,776.1185705661774,1,-1,-1,-1
